cod_ibge,municipio_x,fatal_crashes,deaths,truck_fatal,truck_deaths,municipio_y,pop_2022,deaths_per_100k_11yr,truck_share_pct
3536901,PEDRANOPOLIS,6,6,1,1.0,Pedranópolis,2787,215.3,16.7
3528106,MACAUBAL,6,6,0,0.0,Macaubal,7481,80.2,0.0
3527504,LUCIANOPOLIS,6,6,0,0.0,Lucianópolis,2372,253.0,0.0
3528205,MACEDONIA,6,6,0,0.0,Macedônia,3963,151.4,0.0
3528908,MARIAPOLIS,5,6,0,0.0,Mariápolis,3513,170.8,0.0
3531001,MONCOES,6,6,2,2.0,Monções,1937,309.8,33.3
3544608,SABINO,5,6,3,4.0,Sabino,5112,117.4,60.0
3513306,CRUZALIA,4,6,2,3.0,Cruzália,2108,284.6,50.0
3507308,BORACEIA,6,6,2,2.0,Boracéia,4715,127.3,33.3
3544707,SAGRES,5,6,1,1.0,Sagres,2474,242.5,20.0
3510906,CASSIA DOS COQUEIROS,6,6,1,1.0,Cássia dos Coqueiros,2799,214.4,16.7
3557303,ESTIVA GERBI,5,5,0,0.0,Estiva Gerbi,11295,44.3,0.0
3508306,CABRALIA PAULISTA,5,5,1,1.0,Cabrália Paulista,4299,116.3,20.0
3543253,RIBEIRAO GRANDE,5,5,0,0.0,Ribeirão Grande,7450,67.1,0.0
3549250,SAO JOAO DE IRACEMA,5,5,0,0.0,São João de Iracema,1846,270.9,0.0
3500204,ADOLFO,5,5,1,1.0,Adolfo,4351,114.9,20.0
3515806,FLORA RICA,4,5,2,2.0,Flora Rica,1487,336.2,50.0
3553906,TARABAI,4,5,3,4.0,Tarabai,6536,76.5,75.0
3536257,PARISI,5,5,0,0.0,Parisi,2892,172.9,0.0
3503950,ASPASIA,4,5,0,0.0,Aspásia,1842,271.4,0.0
3503505,AREIAS,5,5,1,1.0,Areias,3577,139.8,20.0
3555505,UBIRAJARA,5,5,0,0.0,Ubirajara,5132,97.4,0.0
3527702,LUIZIANIA,5,5,2,2.0,Luiziânia,4701,106.4,40.0
3529104,MARINOPOLIS,5,5,1,1.0,Marinópolis,1860,268.8,20.0
3547650,SANTA SALETE,5,5,0,0.0,Santa Salete,1645,304.0,0.0
3532843,NOVA CANAA PAULISTA,5,5,0,0.0,Nova Canaã Paulista,2032,246.1,0.0
3533205,NOVA INDEPENDENCIA,5,5,2,2.0,Nova Independência,4609,108.5,40.0
3537156,PEDRINHAS PAULISTA,5,5,0,0.0,Pedrinhas Paulista,2804,178.3,0.0
3501509,ALVINLANDIA,4,4,1,1.0,Alvinlândia,2885,138.6,25.0
3516804,GASTAO VIDIGAL,4,4,0,0.0,Gastão Vidigal,3252,123.0,0.0
3518008,GUARANI D OESTE,4,4,0,0.0,Guarani d'Oeste,1968,203.3,0.0
3502606,APARECIDA D OESTE,4,4,1,1.0,Aparecida d'Oeste,4086,97.9,25.0
3503356,ARCO-IRIS,4,4,0,0.0,Arco-Íris,2044,195.7,0.0
3500600,AGUAS DE SAO PEDRO,3,4,1,2.0,Águas de São Pedro,2780,143.9,33.3
3501400,ALVARO DE CARVALHO,4,4,1,1.0,Álvaro de Carvalho,4808,83.2,25.0
3507209,BORA,4,4,2,2.0,Borá,907,441.0,50.0
3528304,MAGDA,4,4,1,1.0,Magda,3165,126.4,25.0
3507753,BREJO ALEGRE,3,4,1,2.0,Brejo Alegre,2565,155.9,33.3
3549607,SAO JOSE DO BARREIRO,4,4,0,0.0,São José do Barreiro,3853,103.8,0.0
3510104,CANDIDO RODRIGUES,4,4,0,0.0,Cândido Rodrigues,2889,138.5,0.0
3546108,SANTA CLARA D OESTE,2,4,0,0.0,Santa Clara d'Oeste,2598,154.0,0.0
3504701,BALBINOS,3,4,0,0.0,Balbinos,3887,102.9,0.0
3543105,RIBEIRAO CORRENTE,3,4,0,0.0,Ribeirão Corrente,4608,86.8,0.0
3513850,DIRCE REIS,4,4,0,0.0,Dirce Reis,1620,246.9,0.0
3514957,EMBAUBA,4,4,1,1.0,Embaúba,2323,172.2,25.0
3532157,NANTES,4,4,1,1.0,Nantes,2660,150.4,25.0
3545100,SALMOURAO,4,4,0,0.0,Salmourão,4808,83.2,0.0
3522000,ITAJU,3,3,2,2.0,Itaju,3618,82.9,66.7
3515657,FERNAO,3,3,0,0.0,Fernão,1656,181.2,0.0
3549201,SAO JOAO DAS DUAS PONTES,2,3,0,0.0,São João das Duas Pontes,2580,116.3,0.0
3532207,NARANDIBA,3,3,0,0.0,Narandiba,5713,52.5,0.0
3533106,NOVA GUATAPORANGA,3,3,0,0.0,Nova Guataporanga,2156,139.1,0.0
3533304,NOVA LUZITANIA,3,3,1,1.0,Nova Luzitânia,2837,105.7,33.3
3553104,TAIACU,3,3,0,0.0,Taiaçu,5677,52.8,0.0
3503158,ARAPEI,2,2,0,0.0,Arapeí,2330,85.8,0.0
3555901,URU,2,2,0,0.0,Uru,1387,144.2,0.0
3555703,UNIAO PAULISTA,2,2,0,0.0,União Paulista,1603,124.8,0.0
3541109,PRESIDENTE ALVES,2,2,0,0.0,Presidente Alves,3804,52.6,0.0
3522158,ITAOCA,2,2,0,0.0,Itaoca,3422,58.4,0.0
3541802,QUEIROZ,2,2,1,1.0,Queiroz,3265,61.3,50.0
3544400,RUBIACEA,2,2,0,0.0,Rubiácea,2700,74.1,0.0
3532108,MURUTINGA DO SUL,2,2,0,0.0,Murutinga do Sul,3737,53.5,0.0
3514205,DOLCINOPOLIS,1,1,0,0.0,Dolcinópolis,2207,45.3,0.0
3527256,LOURDES,1,1,0,0.0,Lourdes,1950,51.3,0.0
3549300,SAO JOAO DO PAU D ALHO,1,1,0,0.0,São João do Pau d'Alho,2242,44.6,0.0
